Name,Attribute,Type,Level,Attack,Defense,Description,Property,Status,Limitation text
Dark Elf,DARK,Spellcaster  / Effect,4,2000.0,800.0,This card requires a cost of 1000  of your own Life Points to attack.,,,
Dark Energy,,Magic,,,,A Fiend-Type monster equipped with this card increases its ATK and DEF by 300 points.,Equip,,
Dark Gray,EARTH,Beast,3,800.0,900.0,"Entirely gray, this beast has rarely been seen by mortal eyes.",,,
Dark Hole,,Magic,,,,Destroys all monsters on the field.,,Limited,
Dark King of the Abyss,DARK,Fiend,3,1200.0,800.0,It's said that this King of the Netherworld once had the power to rule over the dark.,,,
Dark Magic Curtain,,Magic,,,,"When this card is activated, you cannot summon any monster in the same turn (including Flip Summon and Special Summon). You can Special Summon 1 ""Dark Magician"" from your Deck at the cost of half your Life Points.",,,
Dark Magic Ritual,,Magic,,,,"This card is used to summon ""Magician of Black Chaos"". You must also offer monsters whose total Level stars equal 8 or more from the field or your hand as a Tribute.",Ritual,,
Dark Magician,DARK,Spellcaster,7,2500.0,2100.0,The ultimate wizard in terms of attack and defense.,,,
Dark Magician,DARK,Spellcaster,7,2500.0,2100.0,The ultimate wizard in terms of attack and defense.,,,
Dark Magician,DARK,Spellcaster,7,2500.0,2100.0,The ultimate wizard in terms of attack and defense.,,,
Dark Magician Girl,DARK,Spellcaster  / Effect,6,2000.0,1700.0,"This card's ATK increases by 300 points for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.",,,
Dark Necrofear,DARK,Fiend  / Effect,8,2200.0,2800.0,"Special Summon this card by removing 3 Fiend-Type monsters from your Graveyard. When this card is destroyed by an opponent, it is treated as an Equip card. Equip 1 of your opponent's monsters with this card. You control the monster as long as its equipped with this card.",,,
Dark Plant,DARK,Plant,1,300.0,400.0,This mutant flower draws its power from pollutants and the dark forces.,,,
Dark Prisoner,DARK,Fiend,3,600.0,1000.0,This monster bends light to hide its image from the eyes of opponents.,,,
Dark Rabbit,DARK,Beast,4,1100.0,1500.0,"A cartoon rabbit that quickly leaps all over the place, making it a difficult target.",,,
Dark Sage,DARK,Spellcaster  / Effect,9,2800.0,3200.0,"When you activate the effect of ""Time Wizard"" and call it right, you can summon this card from either your hand or your Deck by offering 1""Dark Magician"" as a Tribute.  Then move 1 Magic Card from your Deck to your hand and shuffle your Deck.",,,
Dark Shade,WIND,Fiend,3,1000.0,1000.0,A crystal monster that unleashes a brilliant light to blind enemies.,,,
Dark Spirit of the Silent,,Trap,,,,"This card can only be activated during an opponent's Battle Step. You can negate the attack of 1 monster and select another 1 of your opponent's face-up monsters as the target. If the selected monster is in Defense Position, change it to Attack Position.",,,
Dark Titan of Terror,DARK,Fiend,4,1300.0,1100.0,"A fiend said to dwell in the world of dreams, it attacks enemies in their sleep.",,,
Dark Witch,LIGHT,Fairy,5,1800.0,1700.0,A popular creature in mythology that delivers fatal attacks with a sharp spear.,,,
Dark Zebra,EARTH,Beast  / Effect,4,1800.0,400.0,"If this is the only card in your control during your Standby Phase, it is automatically placed in Defense Position. You cannot change the position of this card during the same turn.",,,
Dark-Eyes Illusionist,DARK,Spellcaster  / Effect,2,0.0,1400.0,"FLIP : As long as this card remains on the field, 1 designated monster cannot attack.",,,
Dark-Piercing Light,,Magic,,,,Flip all of your opponent's face-down Monster Cards on the field face-up.  The effect of the monster will activate at this time.,,,
Darkfire Dragon,DARK,Dragon  / Fusion,4,1500.0,1250.0,Firegrass + Petit Dragon,,,
Darkfire Soldier #1,FIRE,Pyro,4,1700.0,1150.0,An explosive expert from a special elite force.,,,
Darkfire Soldier #2,FIRE,Pyro,4,1700.0,1100.0,A warrior who gained immeasurable power from the heart of a volcano.,,,
Darkness Approaches,,Magic,,,,"Discard your 2 cards from hand.  Select 1 face-up monster and flip it face-down, but do not change its battle position.",,,
Darkworld Thorns,EARTH,Plant,3,1200.0,900.0,A thorny plant found in the darklands that wraps itself around any unwary traveler.,,,
De-Fusion,,Magic,,,,"Return 1 Fusion Monster Card on the field to the Fusion Deck. If all the Fusion-Material monsters for the returned Fusion Monster Card are in the Graveyard, they can be Special Summoned to the field at this time.",Quick-Play,,
De-Spell,,Magic,,,,"Destroys 1 Magic Card on the field. If this card's target is face-down, flip it face-up. If the card is a Magic Card, it is destroyed. If not, it is returned to its face-down position. The flipped card is not activated.",,,
Deal of Phantom,,Trap,,,,"Until the end of your turn, the ATK of 1 monster increases by 100 points for each Monster Card in your Graveyard.",,,
Deepsea Shark,WATER,Fish  / Fusion,5,1900.0,1600.0,Bottom Dweller + Tongyo,,,
Deepsea Warrior,WATER,Warrior  / Effect,5,1600.0,1800.0,"When ""Umi "" is face-up on the field, this card is unaffected by any Magic Cards.",,,
Delinquent Duo,,Magic,,,,Pay 1000 Life Points. Randomly select and discard 1 card from your opponent's hand. Your opponent then selects and discards another card from his/her hand.,,Limited,
Destiny Board,,Trap,,,,"At the end of each of your opponent's turns, play 1 ""Spirit Message"" card from your hand or your Deck (then reshuffle your Deck). If ""Spirit Message"" cards ""I"", ""N"", ""A"" and ""L"" are all on the field in their proper order, you are declared the winner. If any of the cards are removed from the field while constructing the message, they are all sent to your Graveyard.",Continuous,,
Destroyer Golem,EARTH,Rock,4,1500.0,1000.0,A golem with a massive right hand for crushing its victims.,,,
Destruction Punch,,Trap,,,,"When the ATK of your opponent's attacking monster is lower than the DEF of any Defense Position monster on your side of the field, the attacking monster is destroyed. Damage calculation is conducted normally.",,,
Dharma Cannon,DARK,Machine,2,900.0,500.0,A monstrous creature whose body is lined with cannons that never miss their targets.,,,
Dian Keto the Cure Master,,Magic,,,,Increases your Life Points by 1000 points.,,,
Dice Armadillo,EARTH,Machine,5,1650.0,1800.0,An armadillo monster that rolls up to form a dice-like shape.,,,
Dig Beak,EARTH,Beast,2,500.0,800.0,"This creature rolls up its long, snake-like body and uses its beak to attack.",,,
Dimensional Warrior,EARTH,Warrior  / Effect,4,1200.0,1000.0,"When this card Attacks or is attacked, both this card and the opposing monster are removed from play and cannot return during the current Duel.",,,
Dimensionhole,,Magic,,,,Remove 1 monster on your side of the field from play until your next Standby Phase. The card still counts towards the 5-card Monster Zone limit.,,,
Disk Magician,DARK,Machine,4,1350.0,1000.0,This monster hides in a saucer and only appears when executing an attack.,,,
Dissolverock,EARTH,Rock,3,900.0,1000.0,"A monster born in the lava pits, it generates intense heat that can melt away its enemies.",,,
Djinn the Watcher of the Wind,WIND,Spellcaster,3,700.0,900.0,This creature generates gale-force winds and tornadoes to blow its enemies away.,,,
Dokuroizo the Grim Reaper,DARK,Zombie,3,900.0,1200.0,A messenger of doom that steals a soul with a single blow.,,,
Dokurorider,DARK,Zombie  / Ritual,6,1900.0,1850.0,"This monster is summoned with the Ritual Magic Card, ""Revival of Dokurorider"". You must also offer monsters whose total Level stars equal 6 or more as a Tribute from the field or your hand.",,,
Dokuroyaiba,FIRE,Fiend,3,1000.0,400.0,A boomerang with brains that will pursue a target to the ends of the earth.,,,
Doma The Angel of Silence,DARK,Fairy,5,1600.0,1400.0,This fairy rules over the end of existence.,,,
Doron,EARTH,Warrior,2,900.0,500.0,This monster splits in two and attacks from opposite sides.,,,
Dorover,WATER,Aqua,3,900.0,800.0,This ugly monster emits a highly poisonous gas.,,,
Dragon Capture Jar,,Trap,,,,All Dragon-Type monsters on the field are switched to Defense Position and remain in this position as long as this card is active.,Continuous,,
Dragon Piper,FIRE,Pyro  / Effect,3,200.0,1800.0,"FLIP: Destroys ""Dragon Capture Jar"", and turns all face-up Dragon-Type monsters to Attack Position.",,,
Dragon Seeker,DARK,Fiend  / Effect,6,2000.0,2100.0,"When this card is summoned to the field (excluding Special Summon), one Dragon-Type monster can be automatically destroyed.",,,
Dragon Statue,EARTH,Warrior,3,1100.0,900.0,A stone warrior with the heart of a dragon.,,,
Dragon Treasure,,Magic,,,,A Dragon-Type monster equipped with this card increases its ATK and DEF by 300 points.,Equip,,
Dragon Zombie,DARK,Zombie,3,1600.0,0.0,A dragon revived by sorcery. Its breath is highly corrosive.,,,
Dragoness the Wicked Knight,WIND,Warrior  / Fusion,3,1200.0,900.0,Armaill + One-Eyed Shield Dragon,,,
Dragonic Attack,,Magic,,,,This card can only be used to equip Warrior-Type monsters. The equipped monster is treated as Dragon-Type and both ATK and DEF is increased by 500 points.,Equip,,
Dream Clown,EARTH,Warrior  / Effect,3,1200.0,900.0,"When this card is changed from Attack Position to Defense Position, select and destroy 1 monster on your opponent's side of the field.",,,
Drill Bug,EARTH,Insect  / Effect,2,1100.0,200.0,"When this card inflicts damage to your opponent's Life Points, you may take 1 ""Parasite Paracide"" card from your Deck, shuffle the Deck, and place ""Parasite Paracide"" face-down on top of the Deck.",,,
Driving Snow,,Trap,,,,You can activate this card when 1 or more of your Trap Cards are destroyed and sent from the field to the Graveyard by a card effect your opponent controls. Destroy 1 Magic or Trap Card on the field.,,,
Droll Bird,WIND,Winged Beast,2,600.0,500.0,A monster that shocks its enemies with its massive beak and ear-piercing wails.,,,
Drooling Lizard,EARTH,Reptile,3,900.0,800.0,A blood-sucking snake in human form that attacks any living being that passes nearby.,,,
Dryad,EARTH,Spellcaster,4,1200.0,1400.0,A spirit of the forest powered by the surrounding trees and wildlife.,,,
Dunames Dark Witch,LIGHT,Fairy,4,1800.0,1050.0,"Even when the odds are against this brave fairy, this monster will engage in battle and never run away.",,,
Dungeon Worm,EARTH,Insect,5,1800.0,1500.0,"Hidden under the floors of a labyrinth, it swallows any who pass above.",,,
Dust Tornado,,Trap,,,,Destroy 1 Magic or Trap Card on your opponent's side of the field. You can then Set 1 Magic or Trap Card from your hand. This card can only be activated if it is a Quick-Play Magic Card.,,,
Earthbound Spirit,EARTH,Fiend,4,500.0,2000.0,"A vengeful creature formed by the spirits of fallen warriors, it drags any who dare approach it into the deepest bowels of the earth.",,,
Earthshaker,,Trap,,,,Select 2 Monster Card Attributes. Your opponent then selects 1 of the 2 Attributes and destroys all face-up monsters with that Attribute on the field.,,,
Eatgaboon,,Trap,,,,"If the ATK of a monster summoned by your opponent (excluding Special Summon) is 500 points or less, the monster is destroyed.",,,
Ekibyo Drakmord,,Magic,,,,A monster equipped with this card cannot attack. The monster is destroyed and this card is returned to the hand of its owner at the end of the second turn of the player controlling the monster.,Equip,,
Eldeen,LIGHT,Spellcaster,3,950.0,1000.0,The cane of this monster is the source of many powerful spells.,,,
Electric Lizard,EARTH,Thunder  / Effect,3,850.0,800.0,"A non Zombie-Type monster attacking ""Electric Lizard"" cannot attack on its following turn.",,,
Electric Snake,LIGHT,Thunder  / Effect,3,800.0,900.0,"When this card is sent directly from your hand to the Graveyard by your opponent's card effect, you can draw 2 cards from your Deck.",,,
Electro-Whip,,Magic,,,,A Thunder-Type monster equipped with this card increases its ATK and DEF by 300 points.,Equip,,
Elegant Egotist,,Magic,,,,"When you have 1 or more ""Harpie Lady"" cards on the field, you can Special Summon 1 ""Harpie Lady"" or ""Harpie Lady Sisters"" card from your hand or your Deck.",,,
Elf's Light,,Magic,,,,A LIGHT monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.,Equip,,
Embryonic Beast,DARK,Fiend,2,500.0,750.0,An imperfect monster with a belly vortex that sucks in opponents of any size.,,,
Emperor of the Land and Sea,WATER,Reptile,5,1800.0,1500.0,A reptilian monster that sprays fire in every direction.,,,
Empress Judge,EARTH,Warrior  / Fusion,6,2100.0,1700.0,Queen's Double + Hibikime,,,
Empress Mantis,WIND,Insect,6,2200.0,1400.0,Queen of an army of giant mantises whose command moves legions.,,,
Enchanted Javelin,,Trap,,,,"When your opponent's monster attacks, increase your Life Points by the attacking monster's ATK points.",,,
Enchanting Mermaid,WATER,Fish,3,1200.0,900.0,A beautiful mermaid that lures voyagers to a watery grave.,,,
Eradicating Aerosol,,Magic,,,,Destroys all Insect-Type monsters on the field.,,,
Eternal Draught,,Magic,,,,Destroys all Fish-Type monsters on the field.,,,
Eternal Rest,,Magic,,,,Destroys all monsters equipped with Equip Cards.,,,
Exchange,,Magic,,,,"Both players show their hands to each other. You both select 1 card from each other's hand and add it your own. When sent to the Graveyard, the cards are placed in the Graveyard of the original owner.",,,
Exile of the Wicked,,Magic,,,,Destroys all face-up Fiend-Type monsters on the field.,,,
Exodia the Forbidden One,DARK,Spellcaster  / Effect,3,1000.0,1000.0,An automatic victory can be declared by the player whose hand contains this card together with the Left Leg/Right Leg/Left Arm/Right Arm of the Forbidden One.,,Limited,
Eyearmor,EARTH,Warrior,2,600.0,500.0,This warrior transforms into various creatures to confuse enemies in battle.,,,
Fairy Box,,Trap,,,,"When an enemy monster attacks, toss a coin and call Heads or Tails. If you call it right, the attacking monster's ATK is reduced to 0. At each of your Standby Phases, pay 500 Life Points to keep this card in play. If you cannot do so, the card is destroyed.",Continuous,,
Fairy Dragon,WIND,Dragon,4,1100.0,1200.0,A beautiful and powerful dragon fairy.,,,
Fairy Guardian,WIND,Fairy  / Effect,3,1000.0,1000.0,"If this card is face-up, offer it as a Tribute to move 1 Magic Card destroyed by your opponent in this turn to the bottom of your Deck.",,,
Fairy Meteor Crush,,Magic,,,,"When your monster equipped with this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.",Equip,,
Fairy of the Fountain,WATER,Aqua,4,1600.0,1100.0,This fairy protects a fountain from any who seek to muddy its waters.,,,
Fairy's Gift,LIGHT,Spellcaster,4,1400.0,1000.0,This flying monster is known for delivering happiness to all.,,,
Fairywitch,DARK,Spellcaster,3,800.0,1000.0,"Though destined to be a fairy, this creature chose the way of the witch instead.",,,
Faith Bird,WIND,Winged Beast,4,1500.0,1100.0,This long-tailed bird blinds its enemies with mystical light.,,,
Feral Imp,DARK,Fiend,4,1300.0,1400.0,"A playful little fiend that lurks in the dark, waiting to attack an unwary enemy.",,,
Fiend Kraken,WATER,Aqua,4,1200.0,1400.0,A giant squid that drags its enemies to a watery grave.,,,
Fiend Reflection #1,WIND,Winged Beast,4,1300.0,1400.0,This monster can draw its enemies into mirror world that renders them helpless.,,,
Fiend Reflection #2,LIGHT,Winged Beast,4,1100.0,1400.0,A bird-beast that summons reinforcements with a hand mirror.,,,
Fiend Sword,DARK,Warrior,4,1400.0,800.0,Whoever resists the curse of this blade will gain untold power.,,,
Fiend's Hand,DARK,Zombie,2,600.0,600.0,Arms that reach out from the Swamp of Chaos to drag down the unwary.,,,
Fiend's Mirror,DARK,Fiend  / Ritual,6,2100.0,1800.0,"This monster is summoned with the Ritual Magic Card, ""Beastly Mirror Ritual"". You must also offer monsters whose total Level stars equal 6 or more as a Tribute from the field or your hand.",,,
Final Destiny,,Magic,,,,Discard 5 cards from your hand to destroy all the cards on the field.,,,
Final Flame,,Magic,,,,Decreases your opponent's Life Points by 600 points.,,,
Fire Eye,FIRE,Pyro,2,800.0,600.0,An eye engulfed in flames that flaps its wings to create hot blasts of air.,,,
Fire Kraken,FIRE,Aqua,4,1600.0,1500.0,A squid that thrives on fire and heat.,,,
Fire Princess,FIRE,Pyro  / Effect,4,1300.0,1500.0,You can inflict 500 points of Direct Damage to your opponent's Life Points each time you recover your own Life Points.,,,
Fire Reaper,DARK,Zombie,2,700.0,500.0,A reaper with a flaming arrow that burns an enemy to a crisp.,,,
Fire Sorcerer,FIRE,Spellcaster  / Effect,4,1000.0,1500.0,FLIP: Randomly select 2 cards from your hand and remove them from play. Decrease your opponent's Life Points by 800 points.,,,
Firegrass,EARTH,Plant,2,700.0,600.0,A fire-breathing plant found growing near volcanoes.,,,
Firewing Pegasus,FIRE,Beast,6,2250.0,1800.0,A heavenly stallion soaring through the skies on crimson wings.,,,
Fireyarou,FIRE,Pyro,4,1300.0,1000.0,A malevolent creature wrapped in flames that attacks enemies with intense fire.,,,
Fissure,,Magic,,,,Destroys 1 opponent's face-up monster with the lowest ATK.,,,
Flame Cerebrus,FIRE,Pyro,6,2100.0,1800.0,"Known to many as the ""Burning Executioner"", this monster is capable of burning enemies to cinders.",,,
Flame Champion,FIRE,Pyro,5,1900.0,1300.0,A warrior protected by a flaming shield that nullifies any attack.,,,
Flame Dancer,FIRE,Pyro,2,550.0,450.0,This monster moves while swinging its burning rope.,,,
Flame Ghost,DARK,Zombie  / Fusion,3,1000.0,800.0,Skull Servant + Dissolverock,,,
Flame Manipulator,FIRE,Spellcaster,3,900.0,1000.0,"This Spellcaster attacks enemies with fire-related spells such as ""Sea of Flames"" and ""Wall of Fire"".",,,
Flame Swordsman,FIRE,Warrior  / Fusion,5,1800.0,1600.0,Flame Manipulator + Masaki the Legendary Swordsman,,,
Flame Swordsman,FIRE,Warrior  / Fusion,5,1800.0,1600.0,Flame Manipulator + Masaki the Legendary Swordsman,,,
Flame Viper,EARTH,Pyro,2,400.0,450.0,A fire-breathing snake whose speed makes it a difficult target.,,,
Flash Assailant,DARK,Fiend  / Effect,4,2000.0,2000.0,Decrease the ATK and DEF of this card by 400 points for every card in your hand.,,,
Flower Wolf,EARTH,Beast  / Fusion,5,1800.0,1400.0,Silver Fang + Darkworld Thorns,,,
Flying Fish,WIND,Fish,4,800.0,500.0,Three wishes are granted to those fortunate enough to see this monster in flight.,,,
Flying Kamakiri #1,WIND,Insect  / Effect,4,1400.0,900.0,"When this card is sent to the Graveyard as a result of battle, you may select 1 WIND monster with an ATK of 1500 or less from your Deck and Special Summon it to the field in face-up Attack Position (no Tribute is required for monsters of Level 5 or more). The Deck is then shuffled.",,,
Flying Kamakiri #2,WIND,Insect,4,1500.0,800.0,A flying mantis that feeds primarily on insects.,,,
Flying Penguin,WATER,Aqua,4,1200.0,1000.0,A very rare penguin that takes to the air with ears shaped like wings.,,,
Follow Wind,,Magic,,,,A Winged Beast-Type monster equipped with this card increases its ATK and DEF by 300 points.,Equip,,
Forced Requisition,,Trap,,,,"You can activate this card when you discard from your hand. Every time you discard from your hand, your opponent must also discard the same number of cards from his/her hand.",Continuous,,
Forest,,Magic,,,,"Increases the ATK and DEF of all Insect, Beast, Plant, and Beast-Warrior-Type monsters by 200 points.",Field,,
Fortress Whale,WATER,Fish  / Ritual,7,2350.0,2150.0,"This monster is summoned with the Ritual Magic Card, ""Fortress Whale's Oath"". You must also offer monsters whose total Level stars equal 7 or more as a Tribute from the field or your hand.",,,
Fortress Whale's Oath,,Magic,,,,"This card is used to Ritual Summon ""Fortress Whale"". You must also offer monsters whose total Level stars equal 7 or more as a Tribute from the field or your hand.",Ritual,,
Frenzied Panda,EARTH,Beast,4,1200.0,1000.0,A savage beast that carries a big bamboo stick for beating down its enemies.,,,
Frog The Jam,WATER,Aqua,2,700.0,500.0,"A slime with the head of a frog, it attacks by croaking terribly.",,,
Fungi of the Musk,DARK,Fiend,1,400.0,300.0,Melts away anything that dares to stand before it.,,,
Fusion Gate,,Magic,,,,"As long as this card remains on the field, a Fusion Monster can be summoned without using ""Polymerization"". The Fusion-Material monsters used in the Fusion are not placed in the Graveyard, but removed from play.",Field,,
Fusion Sage,,Magic,,,,"Take 1 ""Polymerization"" from your Deck and add it your hand. The Deck is then shuffled.",,,
Fusionist,EARTH,Beast  / Fusion,3,900.0,700.0,Petit Angel + Mystical Sheep #2,,,
Gadget Soldier,FIRE,Machine,6,1800.0,2000.0,A rust-free machine warrior born to battle.,,,
Gaia Power,,Magic,,,,Increases the ATK of all EARTH monsters by 500 points and decreases their DEF by 400 points.,Field,,
Gaia The Fierce Knight,EARTH,Warrior,7,2300.0,2100.0,A knight whose horse travels faster than the wind. His battle-charge is a force to be reckoned with.,,,
Gaia The Fierce Knight,EARTH,Warrior,7,2300.0,2100.0,A knight whose horse travels faster than the wind. His battle-charge is a force to be reckoned with.,,,
Gaia the Dragon Champion,WIND,Dragon  / Fusion,7,2600.0,2100.0,Gaia The Fierce Knight + Curse of Dragon,,,
Gale Dogra,EARTH,Insect  / Effect,2,650.0,600.0,"At the cost of 3000 Life Points, you can discard 1 monster from your Fusion Deck to the Graveyard.",,,
Gamble,,Trap,,,,"You can activate this card when your opponent's hand has 6 or more cards and your hand contains 2 or less. Toss a coin and call it. If you call it right, draw until your hand has 5 cards. If you call it wrong, skip your next turn.",,,
Gamma The Magnet Warrior,EARTH,Rock,4,1500.0,1800.0,"Alpha, Beta, and Gammameld as one to form a powerful monster.",,,
Ganigumo,EARTH,Insect,2,600.0,800.0,A crab that binds its enemies with a sticky web and attacks them with its sharp claws.,,,
Garma Sword,DARK,Warrior  / Ritual,7,2550.0,2150.0,"This monster is summoned with the Ritual Magic Card, ""Garma Sword Oath"". You must also offer monsters whose total Level stars equal 7 or more as a Tribute from the field or your hand.",,,
Garma Sword Oath,,Magic,,,,"This card is used to summon ""Garma Sword"". You must also offer monsters whose total Level stars equal 7 or more as a Tribute from the field or your hand.",Ritual,,
Garnecia Elefantis,EARTH,Beast-Warrior,7,2400.0,2000.0,A monster so heavy that each step rocks the earth.,,,
Garoozis,FIRE,Beast-Warrior,5,1800.0,1500.0,An axe-swinging beast-warrior with the head of a dragon.,,,
Garuda the Wind Spirit,WIND,Winged Beast  / Effect,4,1600.0,1200.0,Special Summon this card by removing 1 WIND monster from your Graveyard. You may change the Attack or Defense Position of 1 of your opponent's face-up Monster Cards at the end of your opponent's turn.,,,
Garvas,EARTH,Beast,6,2000.0,1700.0,A wicked beast that resembles a winged lion.,,,
Gate Deeg,DARK,Beast,3,700.0,800.0,This weird monster has a portal in its belly that brings reinforcements from the farthest reaches of the netherworld.,,,
Gate Guardian,DARK,Warrior  / Effect,11,3750.0,3400.0,"This card can only be Special Summoned by offering ""Sanga of the Thunder"", ""Kazejin"" and ""Suijin"" on your side of the field as a Tribute.",,,
Gatekeeper,DARK,Machine,5,1500.0,1800.0,An indestructible machine created for the sole purpose of protecting entrances.,,,
Gazelle the King of Mythical Beasts,EARTH,Beast,4,1500.0,1200.0,This monster moves so fast that it looks like an illusion to mortal eyes.,,,
Gearfried the Iron Knight,EARTH,Warrior  / Effect,4,1800.0,1600.0,Any Equip Card this card is equipped with is automatically destroyed.,,,
Gemini Elf,EARTH,Spellcaster,4,1900.0,900.0,Elf twins that alternate their attacks.,,,
Genin,LIGHT,Spellcaster,3,600.0,900.0,A creature that defeats its enemies using sleight-of-hand.,,,
Germ Infection,,Magic,,,,The ATK of a non Machine-Type monster equipped with this card is decreased by 300 points at each of its Standby Phases.,Equip,,
Ghoul with an Appetite,DARK,Zombie,4,1600.0,1200.0,A monster with a very big appetite that has never been satisfied.,,,
Giant Flea,EARTH,Insect,4,1500.0,1200.0,A massive flea that feeds on the blood of its enemies.,,,
Giant Germ,DARK,Fiend  / Effect,2,1000.0,100.0,"When this card is sent to the Graveyard as a result of battle, inflict 500 points of Direct Damage to your opponent's Life Points. You can also take cards of the same name from your Deck and Special Summon them to the field in face-up Attack Position. The Deck is then shuffled.",,,
Giant Mech-Soldier,EARTH,Machine,6,1750.0,1900.0,This monster swings an earth-shaking axe that cannot be blocked by a common sword.,,,
Giant Rat,EARTH,Beast  / Effect,4,1400.0,1450.0,"When this card is sent to the Graveyard as a result of battle, you may select 1 EARTH monster with an ATK of 1500 or less from your Deck and Special Summon it to the field in face-up Attack Position (no Tribute is required for monsters of Level 5 or more). The Deck is then shuffled.",,,
Giant Red Seasnake,WATER,Aqua,4,1800.0,800.0,A sea-dwelling snake that attacks passing enemies with its sharp teeth.,,,
Giant Scorpion of the Tundra,EARTH,Insect,3,1100.0,1000.0,"An extraordinary blue scorpion found in the tundra, not in the desert.",,,
Giant Soldier of Stone,EARTH,Rock,3,1300.0,2000.0,A giant warrior made of stone. A punch from this creature has earth-shaking results.,,,
Giant Trunade,,Magic,,,,Return all Magic and Trap Cards on the field to the respective owner's hands.,,,
Giant Turtle Who Feeds on Flames,WATER,Aqua,5,1400.0,1800.0,A crimson-shelled tortoise that feeds on flames.,,,
Gift of The Mystical Elf,,Trap,,,,"Increase your Life Points by 300 points for each monster on the field, regardless of position.",,,
Giga-tech Wolf,FIRE,Machine,4,1200.0,1400.0,An iron wolf with razor-sharp fangs that can penetrate any armor.,,,
Giganto,DARK,Machine,5,1700.0,1800.0,A massive monster that swings a huge steel ball to destroy anything in its path.,,,
Gilasaurus,EARTH,Dinosaur  / Effect,3,1400.0,400.0,"You may treat the Normal Summon of this card as a Special Summon.  If you select Special Summon, your opponent may select a Monster Card from his/her Graveyard and Special Summon the monster to the field.",,,
Giltia the D. Knight,LIGHT,Warrior  / Fusion,5,1850.0,1500.0,Guardian of the Labyrinth + Protector of the Throne,,,
Girochin Kuwagata,WIND,Insect,4,1700.0,1000.0,"Despite its small size, this monster has powerful jaws that can rip metal to shreds.",,,
Goblin Attack Force,EARTH,Warrior  / Effect,4,2300.0,0.0,"When this card attacks, it is changed to Defense Position at the end of the Battle Phase. This position cannot be changed during your next turn.",,,
Goblin Fan,,Trap,,,,"As long as this card remains face-up on the field, all Flip Summoned monsters of Level 2 or lower are immediately destroyed without their effects being activated",Continuous,,
Goblin's Secret Remedy,,Magic,,,,Increases your Life Points by 600 points.,,,
Goddess of Whim,LIGHT,Fairy  / Effect,3,950.0,700.0,"Toss a coin and call ""Heads"" or ""Tails"". Call it right and this card's ATK will be doubled during this turn. Call it wrong and the ATK will be halved during this turn.",,,
Goddess with the Third Eye,LIGHT,Fairy  / Effect,4,1200.0,1000.0,You can substitute this card for any 1 Fusion-Material Monster. You cannot substitute for any other Fusion-Material Monsters in the current Fusion.,,,
Gokibore,EARTH,Insect,4,1200.0,1400.0,"A large, spherical roach that attacks its enemies by rolling over them.",,,
Golgoil,EARTH,Machine,4,900.0,1600.0,An iron giant that appears from a dimensional rift.,,,
Gorgon Egg,DARK,Fiend,3,300.0,1300.0,The gorgon egg's massive eyes are said to reflect the fate of its enemies.,,,
Graceful Charity,,Magic,,,,"Draw 3 cards from your Deck, then discard any 2 cards from your hand.",,Semi-Limited,
Graceful Dice,,Magic,,,,Roll a die. The result is multiplied by 100 points and added to the ATK and DEF of all monsters you control until the end of your turn.,Quick-Play,,
Gradius,LIGHT,Machine,4,1200.0,800.0,A high-performance jet fighter with power capsules for variable attack capabilities.,,,
Grand Tiki Elder,DARK,Fiend,4,1500.0,800.0,A masked monster that wields the most deadly of curses.,,,
Grappler,WATER,Reptile,4,1300.0,1200.0,A devious snake with a thick body that wraps around an enemy monster and squeezes the life out of it.,,,
Gravedigger Ghoul,,Magic,,,,Select 2 Monster Cards from your opponent's Graveyard. These Monster Cards are eliminated from play for the remainder of the Duel.,,,
Gravekeeper's Servant,,Magic,,,,"Each time your opponent attacks with a monster, the opponent must send 1 card from the top of his/her Deck to the Graveyard.",Continuous,,
Graverobber,,Trap,,,,"You can take 1 Magic Card from your opponent's Graveyard. If it is your turn and you activate it, you take 2000 points of Direct Damage.  If it is your opponent's turn, you cannot activate it. The Magic Card is returned to your opponent's Graveyard at the end of this turn.",,,
Graverobber's Retribution,,Trap,,,,"During each of your Standby Phases, your opponent loses 100 Life Points for each Monster Card that has been removed from play.",Continuous,,
Graveyard and the Hand of Invitation,DARK,Zombie,3,700.0,900.0,A graveyard that serves as a power source for zombies.,,,
Gravity Bind,,Trap,,,,All monsters of Level 4 or higher cannot attack. Their positions may still be changed.,Continuous,,
Great Bill,EARTH,Beast,4,1250.0,1300.0,This beast has a mouth that will swallow anything.,,,
Great Mammoth of Goldfine,DARK,Zombie  / Fusion,6,2200.0,1800.0,The Snake Hair + Dragon Zombie,,,
Great Moth,EARTH,Insect  / Effect,8,2600.0,2500.0,"This monster can only be Special Summoned by offering ""Petit Moth"" as a Tribute on the 4th of your turns after ""Petit Moth"" has been equipped with ""Cocoon of Evolution"".",,,
Great White,WATER,Fish,4,1600.0,800.0,A giant white shark with razor-sharp teeth.,,,
Green Phantom King,EARTH,Plant,3,500.0,1600.0,"This youthful king of the forests lives in a green world, abundant with trees and wildlife.",,,
